Rk,year,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
112,2023-2024,Emma Harries,eng ENG,"MF,FW",West Ham,21,2002,7.4,0,7,2,28.6,0.95,0.27,0,0,10.8,0,0,0,0.8,0.8,0.12,'-0.8,'-0.8,Matches
113,2023-2024,Abigail Harrison,sct SCO,"FW,MF",Bristol City,25,1997,7.8,1,14,3,21.4,1.79,0.38,0.07,0.33,16.3,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
114,2023-2024,Yui Hasegawa,jp JPN,MF,Manchester City,26,1997,21.6,0,10,2,20,0.46,0.09,0,0,25.6,0,0,0,0.4,0.4,0.04,'-0.4,'-0.4,Matches
115,2023-2024,Honoka Hayashi,jp JPN,MF,West Ham,25,1998,18.6,2,13,4,30.8,0.7,0.22,0.15,0.5,16.6,0,0,0,1.2,1.2,0.09,0.8,0.8,Matches
116,2023-2024,Shania Hayles,jm JAM,"MF,FW",Bristol City,23,1999,3.2,0,4,1,25,1.23,0.31,0,0,6.3,0,0,0,0.8,0.8,0.21,'-0.8,'-0.8,Matches
117,2023-2024,Lauren Hemp,eng ENG,FW,Manchester City,22,2000,19.4,11,62,31,50,3.2,1.6,0.18,0.35,14.4,0,0,0,6.7,6.7,0.11,4.3,4.3,Matches
118,2023-2024,Taylor Hinds,eng ENG,"DF,MF",Liverpool,23,1999,14.1,2,16,5,31.3,1.13,0.35,0.13,0.4,23.9,0,0,0,1.2,1.2,0.07,0.8,0.8,Matches
119,2023-2024,Marie Höbinger,at AUT,MF,Liverpool,22,2001,15.7,5,26,12,46.2,1.66,0.77,0.19,0.42,22.2,2,0,0,1.7,1.7,0.06,3.3,3.3,Matches
120,2023-2024,Isabella Hobson,eng ENG,"FW,MF",Everton,15,2007,0.2,1,2,1,50,12.86,6.43,0.5,1,11,0,0,0,0.1,0.1,0.05,0.9,0.9,Matches
121,2023-2024,Ceri Holland,wls WAL,"MF,FW",Liverpool,25,1997,18.1,2,33,14,42.4,1.82,0.77,0.06,0.14,18.5,0,0,0,2.9,2.9,0.09,'-0.9,'-0.9,Matches
122,2023-2024,Karen Holmgaard,dk DEN,"MF,DF",Everton,24,1999,5.3,2,6,2,33.3,1.13,0.38,0.33,1,8,0,0,0,0.4,0.4,0.07,1.6,1.6,Matches
123,2023-2024,Sara Holmgaard,dk DEN,DF,Everton,24,1999,9.8,2,8,3,37.5,0.82,0.31,0.25,0.67,16.6,0,0,0,0.6,0.6,0.08,1.4,1.4,Matches
124,2023-2024,Steph Houghton,eng ENG,"DF,MF",Manchester City,35,1988,0.6,0,2,0,0,3.1,0,0,Unknown,18.9,1,0,0,0.2,0.2,0.09,'-0.2,'-0.2,Matches
125,2023-2024,Sophie Howard,sct SCO,DF,Leicester City,29,1993,19.1,1,10,1,10,0.52,0.05,0.1,1,12.9,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
126,2023-2024,Lina Hurtig,se SWE,FW,Arsenal,27,1995,0.6,1,5,2,40,8.65,3.46,0.2,0.5,7.3,0,0,0,1.2,1.2,0.24,'-0.2,'-0.2,Matches
127,2023-2024,Celin Ildhusøy,no NOR,"FW,MF",Tottenham,21,2001,16.1,4,27,13,48.1,1.68,0.81,0.15,0.31,17.1,0,0,0,2.6,2.6,0.1,1.4,1.4,Matches
128,2023-2024,Amanda Ilestedt,se SWE,DF,Arsenal,30,1993,10.5,1,7,1,14.3,0.67,0.1,0.14,1,7.9,0,0,0,1,0.8,0.12,0,0.2,Matches
129,2023-2024,Sophie Ingle,wls WAL,MF,Chelsea,31,1991,9.4,0,8,1,12.5,0.85,0.11,0,0,13,0,0,0,1,1,0.13,'-1,'-1,Matches
130,2023-2024,Angharad James,wls WAL,"DF,MF",Tottenham,29,1994,10.9,0,8,2,25,0.73,0.18,0,0,17.6,0,0,0,0.4,0.4,0.05,'-0.4,'-0.4,Matches
131,2023-2024,Lauren James,eng ENG,"FW,MF",Chelsea,21,2001,12.4,13,61,27,44.3,4.94,2.19,0.21,0.48,17.8,1,0,0,5.9,5.9,0.1,7.1,7.1,Matches
132,2023-2024,Olivia Johnson,eng ENG,FW,Brighton,16,2007,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
133,2023-2024,Carrie Jones,wls WAL,"MF,FW",Bristol City,19,2003,16.2,3,20,7,35,1.24,0.43,0.15,0.43,17.1,0,0,0,2.1,2.1,0.1,0.9,0.9,Matches
134,2023-2024,Khiara Keating,eng ENG,GK,Manchester City,19,2004,22,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
135,2023-2024,Chloe Kelly,eng ENG,FW,Manchester City,25,1998,17.7,5,69,32,46.4,3.9,1.81,0.06,0.13,19.7,0,1,2,5.8,4.2,0.06,'-0.8,'-0.2,Matches
136,2023-2024,Maya Kendall,Unknown,FW,Bristol City,Unknown,Unknown,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
137,2023-2024,Alanna Kennedy,au AUS,DF,Manchester City,28,1995,12.9,0,11,2,18.2,0.85,0.16,0,0,12.4,2,0,0,1.1,1.1,0.1,'-1.1,'-1.1,Matches
138,2023-2024,Sam Kerr,au AUS,FW,Chelsea,29,1993,6.5,4,24,11,45.8,3.7,1.7,0.17,0.36,10.8,0,0,0,3.1,3.1,0.13,0.9,0.9,Matches
139,2023-2024,Leanne Kiernan,ie IRL,FW,Liverpool,24,1999,4.7,5,15,9,60,3.21,1.93,0.33,0.56,15.7,0,0,0,2.6,2.6,0.17,2.4,2.4,Matches
140,2023-2024,Fran Kirby,eng ENG,"MF,FW",Chelsea,30,1993,10,3,25,13,52,2.5,1.3,0.12,0.23,12.3,0,0,0,5.3,5.3,0.22,'-2.3,'-2.3,Matches
141,2023-2024,Emma Koivisto,fi FIN,"DF,MF",Liverpool,28,1994,15.6,2,15,4,26.7,0.96,0.26,0.13,0.5,14.5,0,0,0,2.2,2.2,0.17,'-0.2,'-0.2,Matches
142,2023-2024,Lize Kop,nl NED,GK,Leicester City,25,1998,8,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
143,2023-2024,Kathrine Kühl,dk DEN,"MF,FW",Arsenal,20,2003,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
144,2023-2024,Kathrine Kühl,dk DEN,MF,Everton,20,2003,9.1,0,6,1,16.7,0.66,0.11,0,0,23.4,0,0,0,0.3,0.3,0.05,'-0.3,'-0.3,Matches
145,2023-2024,Emma Kullberg,se SWE,DF,Brighton,31,1991,14.7,0,2,1,50,0.14,0.07,0,0,30.5,0,0,0,0,0,0.02,0,0,Matches
146,2023-2024,Cloé Lacasse,ca CAN,"FW,MF",Arsenal,30,1993,7.1,3,15,5,33.3,2.11,0.7,0.2,0.6,14.5,0,0,0,2.3,2.3,0.15,0.7,0.7,Matches
147,2023-2024,Hayley Ladd,wls WAL,MF,Manchester Utd,29,1993,6.7,2,7,3,42.9,1.04,0.44,0.29,0.67,13.8,0,0,0,1,1,0.14,1,1,Matches
148,2023-2024,Melissa Lawley,eng ENG,FW,Liverpool,29,1994,6.5,1,5,2,40,0.77,0.31,0.2,0.5,20.9,0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
149,2023-2024,Ashley Lawrence,ca CAN,"DF,MF",Chelsea,28,1995,10.8,1,5,2,40,0.46,0.19,0.2,0.5,13.2,0,0,0,1.1,1.1,0.22,'-0.1,'-0.1,Matches
150,2023-2024,Rachael Laws,eng ENG,GK,Liverpool,32,1990,15,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
151,2023-2024,Naomi Layzell,eng ENG,DF,Bristol City,19,2004,14.5,0,8,0,0,0.55,0,0,Unknown,13,0,0,0,0.4,0.4,0.06,'-0.4,'-0.4,Matches
152,2023-2024,Maya Le Tissier,eng ENG,DF,Manchester Utd,21,2002,22,2,10,3,30,0.45,0.14,0.2,0.67,13.2,0,0,0,1.2,1.2,0.12,0.8,0.8,Matches
153,2023-2024,Anna Leat,nz NZL,GK,Aston Villa,22,2001,6,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
154,2023-2024,Mia Leath,Unknown,MF,Liverpool,Unknown,Unknown,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
155,2023-2024,Alisha Lehmann,ch SUI,FW,Aston Villa,24,1999,7.3,2,12,5,41.7,1.63,0.68,0.17,0.4,13.3,0,0,0,1.7,1.7,0.14,0.3,0.3,Matches
156,2023-2024,Janina Leitzig,de GER,GK,Leicester City,24,1999,14,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
157,2023-2024,Adriana Leon,ca CAN,FW,Aston Villa,30,1992,13,5,25,17,68,1.92,1.3,0.2,0.29,12.5,0,0,0,3.3,3.3,0.13,1.7,1.7,Matches
158,2023-2024,Melanie Leupolz,de GER,MF,Chelsea,29,1994,9.1,1,16,3,18.8,1.76,0.33,0.06,0.33,19,0,0,0,1.6,1.6,0.1,'-0.6,'-0.6,Matches
159,2023-2024,Zhang Linyan,cn CHN,"MF,FW",Tottenham,22,2001,0.6,0,1,1,100,1.58,1.58,0,0,14.3,0,0,0,0.2,0.2,0.15,'-0.2,'-0.2,Matches
160,2023-2024,Kim Little,sct SCO,MF,Arsenal,33,1990,14.3,1,14,4,28.6,0.98,0.28,0,0,23.2,0,1,3,3.2,0.8,0.06,'-2.2,'-0.8,Matches
161,2023-2024,Melina Loeck,de GER,GK,Brighton,23,2000,2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
162,2023-2024,Vicky Losada,es ESP,MF,Brighton,32,1991,17.5,1,8,2,25,0.46,0.11,0,0,30,0,1,1,1.1,0.3,0.04,'-0.1,'-0.3,Matches
163,2023-2024,Sofie Lundgaard,dk DEN,"MF,FW",Liverpool,21,2002,2.9,0,2,0,0,0.69,0,0,Unknown,15.8,0,0,0,0.2,0.2,0.09,'-0.2,'-0.2,Matches
164,2023-2024,Frida Maanum,no NOR,"MF,FW",Arsenal,24,1999,8.7,3,40,12,30,4.6,1.38,0.08,0.25,18.3,0,0,0,3.1,3.1,0.08,'-0.1,'-0.1,Matches
165,2023-2024,Catarina Macario,us USA,FW,Chelsea,23,1999,4,1,15,5,33.3,3.76,1.25,0.07,0.2,15.7,2,0,0,1.2,1.2,0.08,'-0.2,'-0.2,Matches
166,2023-2024,Ruby Mace,eng ENG,"MF,DF",Manchester City,19,2003,0.7,0,2,0,0,2.73,0,0,Unknown,19.3,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
167,2023-2024,Rikke Madsen,dk DEN,"FW,MF",Everton,25,1997,3,0,3,2,66.7,1.01,0.67,0,0,14.5,0,0,0,0.7,0.7,0.22,'-0.7,'-0.7,Matches
168,2023-2024,Simone Magill,nir NIR,"FW,MF",Aston Villa,28,1994,5.4,0,5,1,20,0.93,0.19,0,0,13.9,0,0,0,0.3,0.3,0.06,'-0.3,'-0.3,Matches
169,2023-2024,Melvine Malard,fr FRA,FW,Manchester Utd,23,2000,9.1,5,26,12,46.2,2.85,1.32,0.19,0.42,11.1,0,0,0,4.5,4.5,0.17,0.5,0.5,Matches
170,2023-2024,Aoife Mannion,ie IRL,DF,Manchester Utd,27,1995,2.4,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
171,2023-2024,Kaylan Marckese,us USA,GK,Bristol City,25,1998,3.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
172,2023-2024,Noelle Maritz,ch SUI,"DF,MF",Arsenal,27,1995,4.4,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
173,2023-2024,Noelle Maritz,ch SUI,DF,Aston Villa,27,1995,11.7,0,3,0,0,0.26,0,0,Unknown,20,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
174,2023-2024,Jasmine Matthews,eng ENG,DF,Liverpool,30,1993,8,0,3,0,0,0.38,0,0,Unknown,9,0,0,0,0.4,0.4,0.12,'-0.4,'-0.4,Matches
175,2023-2024,Sarah Mayling,eng ENG,DF,Aston Villa,26,1997,19.3,1,2,2,100,0.1,0.1,0,0,36.9,1,1,1,0.9,0.1,0.03,0.1,'-0.1,Matches
176,2023-2024,Katie McCabe,ie IRL,DF,Arsenal,27,1995,18.4,3,29,12,41.4,1.58,0.65,0.1,0.25,21,2,0,0,1.8,1.8,0.06,1.2,1.2,Matches
177,2023-2024,Grace McEwan,eng ENG,DF,Brighton,15,2007,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
178,2023-2024,Olivia McLoughlin,eng ENG,"MF,DF",Aston Villa,18,2004,0.3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
179,2023-2024,Beth Mead,eng ENG,FW,Arsenal,28,1995,15.3,8,45,18,40,2.95,1.18,0.18,0.44,14.7,3,0,0,6.8,6.8,0.15,1.2,1.2,Matches
180,2023-2024,Li Mengwen,cn CHN,DF,Brighton,28,1995,6,0,3,1,33.3,0.5,0.17,0,0,19.1,0,0,0,0.2,0.2,0.06,'-0.2,'-0.2,Matches
181,2023-2024,Kristie Mewis,us USA,"MF,FW",West Ham,32,1991,1.1,0,3,1,33.3,2.84,0.95,0,0,24.5,1,0,0,0.2,0.2,0.06,'-0.2,'-0.2,Matches
182,2023-2024,Teagan Micah,au AUS,GK,Liverpool,25,1997,7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
183,2023-2024,Vivianne Miedema,nl NED,"MF,FW",Arsenal,27,1996,3.2,2,16,4,25,4.97,1.24,0.13,0.5,11.9,0,0,0,1.9,1.9,0.12,0.1,0.1,Matches
184,2023-2024,Hinata Miyazawa,jp JPN,"MF,FW",Manchester Utd,23,1999,5.9,1,19,7,36.8,3.21,1.18,0.05,0.14,22.6,0,0,0,1.2,1.2,0.07,'-0.2,'-0.2,Matches
185,2023-2024,Maren Mjelde,no NOR,DF,Chelsea,33,1989,4.6,0,2,1,50,0.43,0.22,0,0,22.1,1,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
186,2023-2024,Yuka Momiki,jp JPN,"MF,FW",Leicester City,27,1996,10.6,2,17,12,70.6,1.6,1.13,0.12,0.17,18.5,0,0,0,1.4,1.4,0.08,0.6,0.6,Matches
187,2023-2024,Esme Morgan,eng ENG,DF,Manchester City,22,2000,6,0,3,2,66.7,0.5,0.34,0,0,22.7,0,0,0,0.2,0.2,0.07,'-0.2,'-0.2,Matches
188,2023-2024,Ffion Morgan,wls WAL,"MF,FW",Bristol City,23,2000,18.3,1,12,8,66.7,0.66,0.44,0.08,0.13,17.7,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches
189,2023-2024,Georgia Mullett,eng ENG,FW,Aston Villa,17,2005,1,0,1,0,0,1,0,0,Unknown,23.7,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
190,2023-2024,Satara Murray,jm JAM,DF,Bristol City,30,1993,1.9,0,2,0,0,1.08,0,0,Unknown,14.6,0,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
191,2023-2024,Zećira Mušović,se SWE,GK,Chelsea,27,1996,7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
192,2023-2024,Chloe Mustaki,ie IRL,DF,Bristol City,28,1995,5,0,1,0,0,0.2,0,0,Unknown,13.5,0,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
193,2023-2024,Lisa Naalsund,no NOR,MF,Manchester Utd,28,1995,11,2,12,6,50,1.09,0.55,0.17,0.33,18.7,0,0,0,0.7,0.7,0.06,1.3,1.3,Matches
194,2023-2024,Fūka Nagano,jp JPN,MF,Liverpool,24,1999,20.5,0,7,3,42.9,0.34,0.15,0,0,26.3,0,0,0,0.3,0.3,0.04,'-0.3,'-0.3,Matches
195,2023-2024,Jamie-Lee Napier,sct SCO,"DF,MF",Bristol City,23,2000,18.2,0,11,2,18.2,0.6,0.11,0,0,17.7,0,0,0,0.7,0.7,0.06,'-0.7,'-0.7,Matches
196,2023-2024,Jessica Naz,eng ENG,"FW,MF",Tottenham,22,2000,11.7,3,22,12,54.5,1.88,1.03,0.14,0.25,17.3,0,0,0,1.8,1.8,0.08,1.2,1.2,Matches
197,2023-2024,Ashleigh Neville,eng ENG,DF,Tottenham,30,1993,17.8,1,14,5,35.7,0.79,0.28,0.07,0.2,15,0,0,0,1.2,1.2,0.09,'-0.2,'-0.2,Matches
198,2023-2024,Courtney Nevin,au AUS,"DF,MF",Leicester City,21,2002,12.8,0,6,2,33.3,0.47,0.16,0,0,23.1,0,0,0,0.2,0.2,0.03,'-0.2,'-0.2,Matches
199,2023-2024,Amanda Nildén,se SWE,DF,Tottenham,24,1998,9.2,0,8,0,0,0.87,0,0,Unknown,19.5,0,0,0,0.9,0.9,0.11,'-0.9,'-0.9,Matches
200,2023-2024,Jordan Nobbs,eng ENG,MF,Aston Villa,30,1992,16.2,2,24,7,29.2,1.48,0.43,0.08,0.29,18.5,1,0,0,1.8,1.8,0.07,0.2,0.2,Matches
201,2023-2024,Aniek Nouwen,nl NED,DF,Chelsea,24,1999,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
202,2023-2024,Sjoeke Nüsken,de GER,"MF,FW",Chelsea,22,2001,12.5,8,37,16,43.2,2.96,1.28,0.22,0.5,11.4,0,0,0,8.5,8.5,0.23,'-0.5,'-0.5,Matches
203,2023-2024,Karoline Olesen,dk DEN,"MF,FW",Everton,18,2005,4.3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
204,2023-2024,Leila Ouahabi,es ESP,DF,Manchester City,30,1993,15.6,1,10,4,40,0.64,0.26,0.1,0.25,17,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
205,2023-2024,Shannon O’Brien,eng ENG,"FW,MF",Leicester City,21,2001,5.8,0,13,6,46.2,2.25,1.04,0,0,12.9,0,0,0,1.9,1.9,0.14,'-1.9,'-1.9,Matches
206,2023-2024,Mayumi Pacheco,eng ENG,DF,Aston Villa,24,1998,12.6,1,8,3,37.5,0.64,0.24,0.13,0.33,15.5,0,0,0,1,1,0.14,0,0,Matches
207,2023-2024,Aimee Palmer,eng ENG,MF,Leicester City,23,2000,3.4,1,3,2,66.7,0.88,0.58,0.33,0.5,23.8,1,0,0,0.2,0.2,0.06,0.8,0.8,Matches
208,2023-2024,Jessica Park,eng ENG,"MF,FW",Manchester City,21,2001,10.8,4,29,14,48.3,2.69,1.3,0.14,0.29,18.1,0,0,0,4,4,0.14,0,0,Matches
209,2023-2024,Lucy Parker,eng ENG,"MF,DF",Aston Villa,24,1998,5.2,1,5,2,40,0.97,0.39,0.2,0.5,16.6,0,0,0,0.7,0.7,0.13,0.3,0.3,Matches
210,2023-2024,Nikita Parris,eng ENG,FW,Manchester Utd,29,1994,13.3,8,35,17,48.6,2.64,1.28,0.23,0.47,12.8,0,0,0,4.3,4.3,0.12,3.7,3.7,Matches
211,2023-2024,Lucy Parry,eng ENG,"DF,MF",Liverpool,19,2004,3.3,0,1,1,100,0.31,0.31,0,0,17.6,0,0,0,0,0,0.03,0,0,Matches
212,2023-2024,Anna Patten,ie IRL,DF,Aston Villa,24,1999,21.7,1,12,5,41.7,0.55,0.23,0.08,0.2,10.1,0,0,0,1.2,1.2,0.1,'-0.2,'-0.2,Matches
213,2023-2024,Poppy Pattinson,eng ENG,"DF,MF",Brighton,23,2000,13.9,0,7,2,28.6,0.5,0.14,0,0,21.4,1,0,0,0.2,0.2,0.03,'-0.2,'-0.2,Matches
214,2023-2024,Heather Payne,ie IRL,"DF,FW",Everton,23,2000,14.9,0,4,2,50,0.27,0.13,0,0,14.9,0,0,0,0.2,0.2,0.06,'-0.2,'-0.2,Matches
215,2023-2024,Emilia Pelgander,se SWE,MF,Leicester City,19,2004,1.3,0,2,0,0,1.49,0,0,Unknown,22.9,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
216,2023-2024,Victoria Pelova,nl NED,MF,Arsenal,24,1999,17.2,2,27,7,25.9,1.57,0.41,0.07,0.29,17.1,0,0,0,2.9,2.9,0.11,'-0.9,'-0.9,Matches
217,2023-2024,Ria Percival,nz NZL,"MF,FW",Tottenham,33,1989,1.9,1,4,2,50,2.07,1.03,0.25,0.5,21.2,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
218,2023-2024,Ève Périsset,fr FRA,"DF,MF",Chelsea,28,1994,9.7,0,2,1,50,0.21,0.1,0,0,18.2,1,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
219,2023-2024,Lena Petermann,de GER,FW,Leicester City,29,1994,16.9,5,32,10,31.3,1.89,0.59,0.16,0.5,12.3,0,0,0,4.2,4.2,0.13,0.8,0.8,Matches
220,2023-2024,Ramona Petzelberger,de GER,"MF,DF",Tottenham,30,1992,3.4,0,4,0,0,1.17,0,0,Unknown,18.4,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
221,2023-2024,Martina Piemonte,it ITA,"FW,MF",Everton,25,1997,9.4,3,33,13,39.4,3.5,1.38,0.09,0.23,14.9,0,0,0,3.8,3.8,0.12,'-0.8,'-0.8,Matches
222,2023-2024,Tatiana Pinto,pt POR,"MF,FW",Brighton,29,1994,9.1,2,14,6,42.9,1.53,0.66,0.14,0.33,13.4,0,0,0,2,2,0.14,0,0,Matches
223,2023-2024,Sophia Poor,eng ENG,GK,Aston Villa,17,2006,2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
224,2023-2024,Ella Powell,wls WAL,DF,Bristol City,23,2000,16.4,1,5,3,60,0.3,0.18,0.2,0.33,22.9,0,0,0,0.6,0.6,0.11,0.4,0.4,Matches
225,2023-2024,Mayra Ramírez,co COL,FW,Chelsea,24,1999,4.1,3,12,6,50,2.93,1.46,0.25,0.5,10.9,0,0,0,2.4,2.4,0.2,0.6,0.6,Matches
226,2023-2024,Emily Ramsey,eng ENG,GK,Everton,22,2000,2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
227,2023-2024,Jutta Rantala,fi FIN,"MF,FW",Leicester City,23,1999,19.6,6,55,20,36.4,2.81,1.02,0.11,0.3,18.4,6,0,0,4.4,4.4,0.08,1.6,1.6,Matches
228,2023-2024,Katie Reid,eng ENG,DF,Arsenal,16,2006,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
229,2023-2024,Guro Reiten,no NOR,"FW,MF",Chelsea,29,1994,11.6,7,25,11,44,2.15,0.94,0.16,0.36,15.5,3,3,3,6.2,3.8,0.15,0.8,0.2,Matches
230,2023-2024,Jayde Riviere,ca CAN,DF,Manchester Utd,22,2001,12.4,0,4,2,50,0.32,0.16,0,0,27.4,0,0,0,0.1,0.1,0.02,'-0.1,'-0.1,Matches
231,2023-2024,Katie Robinson,eng ENG,"FW,MF",Brighton,20,2002,17.5,3,12,4,33.3,0.69,0.23,0.25,0.75,15.8,0,0,0,1.5,1.5,0.12,1.5,1.5,Matches
232,2023-2024,Amy Rodgers,sct SCO,MF,Bristol City,23,2000,21.5,1,17,3,17.6,0.79,0.14,0.06,0.33,21.1,0,0,0,1,1,0.06,0,0,Matches
233,2023-2024,Sophie Román Haug,no NOR,FW,Liverpool,24,1999,18,7,51,20,39.2,2.84,1.11,0.14,0.35,11.8,0,0,0,6.5,6.5,0.13,0.5,0.5,Matches
234,2023-2024,Jill Roord,nl NED,MF,Manchester City,26,1997,10.1,6,27,10,37,2.66,0.99,0.22,0.6,15.4,0,0,0,4.6,4.6,0.17,1.4,1.4,Matches
235,2023-2024,Deanne Rose,ca CAN,"MF,FW",Leicester City,24,1999,6.4,0,10,2,20,1.56,0.31,0,0,14.5,0,0,0,0.9,0.9,0.09,'-0.9,'-0.9,Matches
236,2023-2024,Charlize Rule,au AUS,"MF,DF",Brighton,20,2003,4.5,0,1,0,0,0.22,0,0,Unknown,11,0,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
237,2023-2024,Alessia Russo,eng ENG,"FW,MF",Arsenal,24,1999,19.2,12,78,25,32.1,4.06,1.3,0.14,0.44,13.8,0,1,1,12.3,11.5,0.15,'-0.3,'-0.5,Matches
238,2023-2024,Johanna Rytting Kaneryd,se SWE,"FW,MF",Chelsea,26,1997,13,4,22,11,50,1.7,0.85,0.18,0.36,12.9,0,0,0,4,4,0.18,0,0,Matches
239,2023-2024,Ebony Salmon,eng ENG,"FW,MF",Aston Villa,22,2001,6.3,3,15,7,46.7,2.38,1.11,0.2,0.43,13.9,0,0,0,1.2,1.2,0.08,1.8,1.8,Matches
240,2023-2024,Shanice van de Sanden,nl NED,FW,Liverpool,30,1992,5.6,1,10,4,40,1.77,0.71,0.1,0.25,15.8,0,0,0,1.6,1.6,0.16,'-0.6,'-0.6,Matches
241,2023-2024,Veatriki Sarri,gr GRE,"FW,MF",Brighton,25,1998,8.5,0,14,4,28.6,1.64,0.47,0,0,17.3,1,0,0,1.3,1.3,0.1,'-1.3,'-1.3,Matches
242,2023-2024,Macy Settle,Unknown,MF,Everton,Unknown,Unknown,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
243,2023-2024,Khadija Shaw,jm JAM,FW,Manchester City,26,1997,15.4,21,78,36,46.2,5.08,2.34,0.27,0.58,13.2,0,0,1,11.9,11,0.14,9.1,10,Matches
244,2023-2024,Zara Shaw,eng ENG,MF,Liverpool,16,2007,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
245,2023-2024,Risa Shimizu,jp JPN,"DF,MF",West Ham,27,1996,22,1,4,2,50,0.18,0.09,0.25,0.5,18.4,0,0,0,0.4,0.4,0.11,0.6,0.6,Matches
246,2023-2024,Wang Shuang,cn CHN,"MF,FW",Tottenham,28,1995,1.6,0,8,2,25,5,1.25,0,0,16.2,0,0,0,0.6,0.6,0.08,'-0.6,'-0.6,Matches
247,2023-2024,Remy Siemsen,au AUS,"FW,DF",Leicester City,23,1999,1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
248,2023-2024,Jessica Simpson,eng ENG,DF,Bristol City,18,2005,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
249,2023-2024,Fearne Slocombe,eng ENG,DF,Bristol City,16,2006,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
250,2023-2024,Kirsty Smith,sct SCO,"DF,MF",West Ham,29,1994,21.7,1,9,3,33.3,0.41,0.14,0.11,0.33,17.1,0,0,0,1.5,1.5,0.16,'-0.5,'-0.5,Matches
